% Model:              1.mph                 
% Version:            COMSOL 6.1.0.252      
% Date:               Jun 5 2024, 23:48     
% Dimension:          2                     
% Nodes:              180                   
% Elements:           309                   
% Expressions:        0                     
% Description:                              
% Length unit:        m                     
% Coordinates
0.2578565744124493       4.936763515673007        
0.4                      5.196                    
0                        5.196                    
0                        4.829999999999998        
0.6107348032643405       4.86034376907073         
0.8                      5.196                    
0.2900434851529101       4.629872276634525        
0                        4.463999999999999        
1.04257449258641         4.87117017748337         
1.2                      5.196                    
0.9027932144327337       4.537482363615747        
0.5794441794347797       4.423291733324687        
0.2904378425188074       4.264950076993295        
0                        4.097999999999999        
1.253986306851173        4.559928949769857        
1.420744588929225        4.87697090540069         
1.6                      5.196                    
1.098206282120435        4.260765700154519        
0.8174871657285785       4.247177029949864        
0.298725897143823        3.923676642753389        
0                        3.731999999999999        
0.5803112398969319       4.072697772100771        
0                        3.366                    
0.3047081435613513       3.593465241212464        
1.43628194172215         4.251862147714355        
1.252008058776378        4.026496021505263        
1.620939774746257        4.561396503693553        
1.806966959391511        4.877329801457368        
2                        5.196                    
0.9266809127580122       3.941647580553597        
0.606555125947565        3.771256234746082        
0                        3                        
0.3231101066757892       3.271104880667521        
0.5585209564808518       3.475221997545008        
1.229429794140278        3.753748886364787        
0.3915783880586363       2.974334608951286        
2.199464846143366        4.87518929931525         
2.4                      5.196                    
1.580802087301082        3.879284833129303        
1.800047766992336        4.240834477621347        
2.004044511089128        4.563974439838031        
0.9121300387654088       3.541880389636453        
0.6838531519538957       3.217607436296368        
1.247852887902247        3.477378569350597        
1.440688009942755        3.596998019763293        
1.859552784308155        3.687896625413074        
1.667513991649688        3.547509503840832        
0.7764568064347658       2.897777566988385        
2.596588383591043        4.871294099868992        
2.8                      5.196                    
2.398783052161666        4.552529158704377        
1.962593842748227        3.942285512570431        
2.196164370011828        4.248183151771516        
2.141901078214811        3.639589528236349        
1.132017442175011        3.156302022598729        
1.477841288720481        3.32706830613095         
1.918299544044045        3.412304835251287        
1.721708398871867        3.301911107003275        
1.148049785430713        2.771638809472203        
2.994068779220264        4.861638269664859        
3.2                      5.196                    
2.794767585230298        4.536931330912284        
2.60166861690433         4.219602630520187        
2.41421723577595         3.896079955458065        
2.171889975568691        3.325508442785848        
2.403084008167015        3.52073885279988         
1.553020040192826        3.00392420751631         
1.927816578458889        3.115824475128148        
2.189840151687633        3.04386619685375         
1.499999249298631        2.598076644770809        
3.386666666666667        4.849600000000001        
3.186373909526558        4.52002651923813         
2.991114899008178        4.196507591603344        
2.806189903030974        3.877913155389911        
2.647675631924642        3.644634357453123        
2.453448333725615        3.235429934368309        
2.66015217041285         3.410201398796898        
2.492921356693166        2.958966225314407        
1.963134296043658        2.757307952338576        
2.285403256864371        2.795267520054426        
2.491197818177073        2.717974742112404        
1.826283422862472        2.380060683969577        
3.573333333333333        4.503200000000001        
3.377246310951091        4.174361415366001        
3.180443068405811        3.850210498193547        
2.95352754552987         3.515735982894939        
2.802802339824329        3.153298489659075        
2.729831717541154        2.805466885713603        
2.276717044086163        2.493647440690536        
2.647076530537406        2.505434952046758        
2.121319527325996        2.121321159792974        
3.759999999999999        4.156800000000001        
3.571057794736262        3.831358165335155        
3.383469829644473        3.505397496840902        
3.193959875466016        3.168496483931118        
3.026488387187273        2.856762378300867        
2.893258686082306        2.629003663777122        
2.893742235245144        2.38517085391075         
2.598031929848188        2.165270233473699        
2.380059278548893        1.826285254442285        
3.946666666666665        3.810400000000002        
3.757443077906209        3.486203985409787        
3.565595209106954        3.154310507374601        
3.373490201283196        2.827850239579643        
3.153104479764729        2.561683330512426        
2.945872540803112        2.126594676899294        
3.187718444571382        2.2749029793724          
2.856705834709034        1.822732701285772        
2.59807549044037         1.500001248657158        
4.133333333333332        3.464000000000003        
3.940668324342738        3.135542351486063        
3.742787804896195        2.802520957170616        
3.508804008804151        2.456074932496956        
3.192241447959262        1.985799237589818        
3.432545954851896        2.13409484482515         
3.207922888575153        1.722957174657794        
3.072460369691102        1.43529029420007         
2.771637925985808        1.148051918354344        
4.319999999999999        3.117600000000003        
4.124850520813734        2.788618658961363        
3.926033177427391        2.459339074684295        
3.742857123358398        2.137172659479376        
3.522580662772151        1.833687481461646        
3.400753020186944        1.555530488910176        
3.449053511982946        1.288401172364974        
3.221728516609109        1.009137270494796        
3.563271617323408        1.03189239766556         
2.89777674652612         0.7764598684365439       
4.506666666666664        2.771200000000004        
4.312914234742168        2.445605874291548        
4.123976771550273        2.126062327305634        
3.943202164744529        1.813777296102577        
3.738533439329451        1.486501630266357        
3.697573565343561        1.21205530041385         
3.77271971311436         1.04276643509116         
3.71958314537173         0.8763847709984087       
3.514241087712507        0.7512665700515916       
3.231722339081997        0.593617772248941        
2.974334602695592        0.3915784355753649       
3.233311775173711        0.2770094775274513       
3                        0                        
4.693333333333332        2.424800000000005        
4.502127219535069        2.105130116735043        
4.31638902123751         1.796364763962758        
4.150713127569554        1.519035195542394        
3.964289544967639        1.210714866681201        
3.946947014102854        0.9031826519538593       
3.801040576053334        0.6408856895661744       
3.548755211560506        0.3551375762079416       
3.375000000000007        0                        
4.879999999999997        2.078400000000005        
4.685828436414337        1.761472559668025        
4.492689312133125        1.458299309623727        
4.284188532275328        1.250659376207472        
4.245252824306953        0.9590595594051021       
4.131642075724622        0.6354864560956882       
3.945075939717766        0.3238559889538132       
3.750000000000005        0                        
5.066666666666663        1.732000000000006        
4.859180527658066        1.412164426200317        
4.613108757145008        1.089568696062097        
4.531327059609972        0.6649533681205444       
4.320209040556855        0.3209814785746365       
4.125000000000004        0                        
5.25333333333333         1.385600000000007        
5.032449201690172        1.07107509383568         
4.844879488989479        0.8120349766758773       
4.86337274739598         0.5466552147937636       
4.688210186158736        0.3015929351420298       
4.500000000000004        0                        
5.439999999999996        1.039200000000007        
5.184139679106265        0.6879225105673009       
5.053559812363078        0.3134318875498834       
4.875000000000003        0                        
5.626666666666662        0.6928000000000079       
5.428019477858459        0.3402827291479693       
5.250000000000002        0                        
5.813333333333328        0.3464000000000085       
5.625000000000001        0                        
6                        0                        
% Elements (triangles)
1         2         3         
1         3         4         
5         6         2         
1         5         2         
1         4         7         
1         7         5         
7         4         8         
6         5         9         
10        6         9         
9         5         11        
11        5         12        
7         12        5         
13        8         14        
8         13        7         
12        7         13        
11        15        9         
9         16        10        
15        16        9         
16        17        10        
18        15        11        
19        11        12        
19        18        11        
20        14        21        
13        14        20        
20        22        13        
13        22        12        
19        12        22        
21        23        24        
24        20        21        
18        25        15        
26        25        18        
15        27        16        
25        27        15        
28        29        17        
17        16        28        
27        28        16        
19        22        30        
19        30        18        
26        18        30        
20        24        31        
22        20        31        
31        30        22        
23        32        33        
33        24        23        
34        24        33        
34        31        24        
26        30        35        
36        33        32        
37        38        29        
29        28        37        
26        39        25        
26        35        39        
25        40        27        
25        39        40        
41        37        28        
28        27        41        
40        41        27        
34        42        31        
31        42        30        
35        30        42        
33        36        43        
34        33        43        
34        43        42        
44        35        42        
45        35        44        
45        39        35        
46        39        47        
45        47        39        
43        36        48        
49        50        38        
38        37        49        
51        49        37        
37        41        51        
52        40        39        
46        52        39        
53        51        41        
41        40        53        
52        53        40        
46        54        52        
48        55        43        
42        43        55        
44        42        55        
44        55        56        
45        56        47        
45        44        56        
46        47        57        
46        57        54        
58        47        56        
58        57        47        
59        55        48        
60        61        50        
50        49        60        
62        60        49        
49        51        62        
63        62        51        
51        53        63        
63        53        64        
54        64        52        
53        52        64        
65        54        57        
66        54        65        
54        66        64        
55        59        67        
56        55        67        
56        67        58        
58        67        68        
57        68        65        
58        68        57        
69        65        68        
70        67        59        
60        71        61        
72        71        60        
62        72        60        
72        62        73        
63        73        62        
73        63        74        
64        74        63        
75        74        64        
75        64        66        
65        69        76        
76        66        65        
77        66        76        
75        66        77        
78        76        69        
67        70        79        
68        67        79        
68        79        69        
80        69        79        
80        78        69        
81        78        80        
82        79        70        
72        83        71        
83        72        84        
73        84        72        
84        73        85        
74        85        73        
74        86        85        
75        86        74        
77        86        75        
76        78        87        
77        87        86        
77        76        87        
81        88        78        
88        87        78        
79        82        89        
80        79        89        
80        89        81        
81        89        90        
81        90        88        
91        89        82        
84        92        83        
92        84        93        
85        93        84        
93        85        94        
85        86        94        
95        94        86        
87        95        86        
96        95        87        
88        96        87        
97        96        88        
97        88        90        
98        97        90        
89        91        99        
90        89        99        
90        99        98        
100       99        91        
93        101       92        
101       93        102       
94        102       93        
102       94        103       
95        103       94        
103       95        104       
96        104       95        
97        98        105       
105       104       96        
97        105       96        
106       98        99        
106       107       98        
105       98        107       
99        100       108       
106       99        108       
109       108       100       
102       110       101       
110       102       111       
103       111       102       
111       103       112       
104       112       103       
104       113       112       
105       113       104       
107       113       105       
106       108       114       
106       114       107       
115       107       114       
115       113       107       
116       114       108       
108       109       117       
116       108       117       
118       117       109       
111       119       110       
119       111       120       
112       120       111       
120       112       121       
121       112       113       
122       121       113       
115       122       113       
115       123       122       
116       123       114       
115       114       123       
116       117       124       
124       123       116       
124       117       125       
117       118       126       
125       117       126       
127       125       126       
128       126       118       
120       129       119       
129       120       130       
121       130       120       
130       121       131       
122       131       121       
132       131       122       
122       123       132       
124       133       123       
133       132       123       
124       125       133       
134       125       127       
134       133       125       
135       134       127       
135       127       136       
127       126       137       
136       127       137       
138       128       139       
128       138       126       
137       126       138       
140       138       139       
140       139       141       
130       142       129       
142       130       143       
131       143       130       
143       131       144       
132       144       131       
145       144       132       
132       133       145       
135       146       134       
134       146       133       
146       145       133       
135       147       146       
135       136       147       
136       137       148       
136       148       147       
140       149       138       
138       149       137       
148       137       149       
140       141       150       
140       150       149       
143       151       142       
151       143       152       
144       152       143       
152       144       153       
145       153       144       
154       153       145       
154       145       146       
147       155       146       
154       146       155       
147       148       156       
147       156       155       
148       149       157       
148       157       156       
150       158       149       
157       149       158       
152       159       151       
159       152       160       
153       160       152       
153       161       160       
154       161       153       
154       155       161       
156       162       155       
155       162       161       
156       157       163       
156       163       162       
164       157       158       
157       164       163       
159       160       165       
166       165       160       
160       161       166       
167       166       161       
167       161       162       
167       162       168       
169       162       163       
168       162       169       
170       163       164       
170       169       163       
165       166       171       
166       172       171       
167       172       166       
168       172       167       
168       169       173       
168       173       172       
169       170       174       
174       173       169       
171       172       175       
173       176       172       
176       175       172       
173       174       177       
173       177       176       
178       175       176       
177       179       176       
176       179       178       
180       178       179       
